Site_Id,Location,sensor_id,Sensor Type,lng,lat,Agency
4965,4965 LeClaire Ditch @ HWY 35,49657,Stream Level,-95.256689,29.5163251,Brazoria Drainage District No. 4
4970,4970 Cowarts Creek @ Cloverfield Road,4970,Rain Increment,-95.238608,29.514303,Brazoria Drainage District No. 4
4970,4970 Cowarts Creek @ Cloverfield Road,4973,Stream Level,-95.238608,29.514303,Brazoria Drainage District No. 4
4975,4975 Cowarts Creek @ Dixie Farm Road,4975,Rain Increment,-95.24921,29.53087,Brazoria Drainage District No. 4
4975,4975 Cowarts Creek @ Dixie Farm Road,4978,Stream Level,-95.24921,29.53087,Brazoria Drainage District No. 4
4980,4980 Mustang Bayou @ SH 288,4980,Rain Increment,-95.38628,29.525732,Brazoria Drainage District No. 4
4980,4980 Mustang Bayou @ SH 288,49807,Stream Level,-95.38628,29.525732,Brazoria Drainage District No. 4
4985,4985 Mustang Bayou @ CR 48,4985,Rain Increment,-95.416673,29.532318,Brazoria Drainage District No. 4
4985,4985 Mustang Bayou @ CR 48,49857,Stream Level,-95.416673,29.532318,Brazoria Drainage District No. 4
4990,4990 Veterans @ Hastings-Cannon Road,4990,Rain Increment,-95.288586,29.501974,Brazoria Drainage District No. 4
4990,4990 Veterans @ Hastings-Cannon Road,49907,Stream Level,-95.288586,29.501974,Brazoria Drainage District No. 4
5010,5010 Hackberry Gully @ I-10,5009,Stream Level,-94.864628,29.824951,City of Mont Belvieu
5010,5010 Hackberry Gully @ I-10,5010,Rain Increment,-94.864628,29.824951,City of Mont Belvieu
5030,5030 Cotton Bayou @ Lakes of Champions Boulevard,5029,Stream Level,-94.843676,29.833484,City of Mont Belvieu
5030,5030 Cotton Bayou @ Lakes of Champions Boulevard,5030,Rain Increment,-94.843676,29.833484,City of Mont Belvieu
5050,5050 Friendswood Public Safety,0,Rain Increment,-95.201324,29.497013,City of Friendswood
5050,5050 Friendswood Public Safety,2,Humidity Sensor,-95.201324,29.497013,City of Friendswood
5050,5050 Friendswood Public Safety,3,Barometric Pressure,-95.201324,29.497013,City of Friendswood
5050,5050 Friendswood Public Safety,4,WindGust,-95.201324,29.497013,City of Friendswood
5050,5050 Friendswood Public Safety,5,Wind Direction,-95.201324,29.497013,City of Friendswood
5050,5050 Friendswood Public Safety,6,Wind Gust,-95.201324,29.497013,City of Friendswood
5050,5050 Friendswood Public Safety,5050,Air Temperature,-95.201324,29.497013,City of Friendswood
5100,5100 Chigger Creek @ South Friendswood Drive,5100,Rain Increment,-95.183704,29.504384,City of Friendswood
5150,5150 Cowarts Creek @ West Castlewood Drive,5150,Rain Increment,-95.198475,29.519511,City of Friendswood
5220,5220 Robinson Bayou @ Egret Bay Boulevard,5219,Stream Level,-95.079098,29.5224566,City of League City
5220,5220 Robinson Bayou @ Egret Bay Boulevard,5220,Rain Increment,-95.079098,29.5224566,City of League City
5230,5230 Landing Ditch @ West Main (FM 518),5229,Stream Level,-95.124226,29.500859,City of League City
5230,5230 Landing Ditch @ West Main (FM 518),5230,Rain Increment,-95.124226,29.500859,City of League City
5240,5240 Magnolia Creek @ Bay Area Boulevard,5239,Stream Level,-95.156682,29.494098,City of League City
5240,5240 Magnolia Creek @ Bay Area Boulevard,5240,Rain Increment,-95.156682,29.494098,City of League City
5310,5310 Gum Bayou @ Bishops Bridge,5308,Stream Level,-95.026767,29.506344,City of League City
5310,5310 Gum Bayou @ Bishops Bridge,5310,Rain Increment,-95.026767,29.506344,City of League City
5320,5320 Gum Bayou @ FM 646,0,Rain Increment,-95.021653,29.492597,City of League City
5320,5320 Gum Bayou @ FM 646,5319,Stream Level,-95.021653,29.492597,City of League City
5330,5330 Benson Bayou @ FM 646,5329,Stream Level,-95.073912,29.477635,City of League City
5330,5330 Benson Bayou @ FM 646,5330,Rain Increment,-95.073912,29.477635,City of League City
5340,5340 Bordens Gully @ Hughes Lane,5339,Stream Level,-95.083094,29.45199,City of League City
5340,5340 Bordens Gully @ Hughes Lane,5340,Rain Increment,-95.083094,29.45199,City of League City
5350,5350 Dickinson Bayou @ HWY 3,5350,Rain Increment,-95.046822,29.45688,City of League City
5350,5350 Dickinson Bayou @ HWY 3,5353,Stream Level,-95.046822,29.45688,City of League City
6020,TRA Wolf Creek Park,6020,Rain Increment,-95.1486111,30.6663889,Trinity River Authority
6040,TRA Waterwood,6040,Rain Increment,-95.24986,30.85925,Trinity River Authority
6060,TRA Wyser,6060,Rain Increment,-95.56619,30.89416,Trinity River Authority
6060,TRA Wyser,6063,Stream Level,-95.56619,30.89416,Trinity River Authority
6070,TRA Harmon,6070,Rain Increment,-95.51022,30.77238,Trinity River Authority
6080,TRA Midway,6080,Rain Increment,-95.7008,31.0757,Trinity River Authority
7000,TRA Livingston Dam,6998,Wind Direction,-95.01794,30.6308,Trinity River Authority
7000,TRA Livingston Dam,6999,WindGust,-95.01794,30.6308,Trinity River Authority
7000,TRA Livingston Dam,7000,Rain Increment,-95.01794,30.6308,Trinity River Authority
7020,TRA Kickapoo Creek @ Onalaska,7020,Rain Increment,-95.03413,30.85488,Trinity River Authority
7030,TRA Upper Kickapoo,7030,Rain Increment,-95.05433,31.004,Trinity River Authority
7040,TRA Chita/Backup Repeater,7040,Rain Increment,-95.21205,30.94316,Trinity River Authority
7050,TRA Caney Creek @ Fryday,7050,Rain Increment,-95.21205,31.08978,Trinity River Authority
7060,TRA White Rock Creek,7060,Rain Increment,-95.35861,31.0325,Trinity River Authority
8030,8030 Brazos River @ Sienna South,8030,Rain Increment,-95.532317,29.463193,Fort Bend County
8030,8030 Brazos River @ Sienna South,80307,Stream Level,-95.532317,29.463193,Fort Bend County
8030,8030 Brazos River @ Sienna South,803010,Stream Level,-95.532317,29.463193,Fort Bend County
8070,8070 Brazos River @ FM 1489,8070,Rain Increment,-95.975556,29.638611,Fort Bend County
8070,8070 Brazos River @ FM 1489,80707,Stream Level,-95.975556,29.638611,Fort Bend County
8165,8165 Oyster Creek @ Mason Road,8165,Rain Increment,-95.744358,29.643246,Fort Bend County
8165,8165 Oyster Creek @ Mason Road,81657,Stream Level,-95.744358,29.643246,Fort Bend County
8175,8175 Red Gully @ West Airport,8175,Rain Increment,-95.663698,29.650817,Fort Bend County
8175,8175 Red Gully @ West Airport,81757,Stream Level,-95.663698,29.650817,Fort Bend County
8210,8210 Gapps Slough @ FM 762,8210,Rain Increment,-95.696295,29.5217698,Fort Bend County
8210,8210 Gapps Slough @ FM 762,82107,Stream Level,-95.696295,29.5217698,Fort Bend County
8220,8220 Rabbs Bayou @ Del Webb Boulevard,8220,Rain Increment,-95.750275,29.556492,Fort Bend County
8220,8220 Rabbs Bayou @ Del Webb Boulevard,82207,Stream Level,-95.750275,29.556492,Fort Bend County
8230,8230 Dutch John Creek @ Brazos Lake Drive,8230,Rain Increment,-95.674831,29.450602,Fort Bend County
8230,8230 Dutch John Creek @ Brazos Lake Drive,82307,Stream Level,-95.674831,29.450602,Fort Bend County
8235,8235 Big Creek @ FM 1994,8235,Rain Increment,-95.709818,29.413037,Fort Bend County
8235,8235 Big Creek @ FM 1994,82357,Stream Level,-95.709818,29.413037,Fort Bend County
8260,8260 Fairchilds Creek @ FM 360,8260,Rain Increment,-95.8439299,29.4043438,Fort Bend County
8260,8260 Fairchilds Creek @ FM 360,82607,Stream Level,-95.8439299,29.4043438,Fort Bend County
8280,8280 Seabourne Creek @ SH 36,8280,Rain Increment,-95.807326,29.492307,Fort Bend County
8280,8280 Seabourne Creek @ SH 36,82807,Stream Level,-95.807326,29.492307,Fort Bend County
8285,8285 Coon Creek @ Kroesche Road,8285,Rain Increment,-95.846282,29.530165,Fort Bend County
8285,8285 Coon Creek @ Kroesche Road,82857,Stream Level,-95.846282,29.530165,Fort Bend County
8325,8325 Flat Bank Diversion @ Sienna Springs Drive,8325,Rain Increment,-95.5625,29.529111,Fort Bend County
8325,8325 Flat Bank Diversion @ Sienna Springs Drive,83257,Stream Level,-95.5625,29.529111,Fort Bend County
8355,8355 Jones Creek @ FM 723,8355,Rain Increment,-95.811667,29.637778,Fort Bend County
8355,8355 Jones Creek @ FM 723,83557,Stream Level,-95.811667,29.637778,Fort Bend County
8370,8370 Flewellen Creek @ FM 1093,8370,Rain Increment,-95.85089,29.693751,Fort Bend County
8370,8370 Flewellen Creek @ FM 1093,83707,Stream Level,-95.85089,29.693751,Fort Bend County
8375,8375 Bessies Creek @ FM 1093,8375,Rain Increment,-95.921111,29.685278,Fort Bend County
8375,8375 Bessies Creek @ FM 1093,83757,Stream Level,-95.921111,29.685278,Fort Bend County
8395,8395 Brookshire Creek @ FM 359,8395,Rain Increment,-95.946011,29.752751,Fort Bend County
8395,8395 Brookshire Creek @ FM 359,83957,Stream Level,-95.946011,29.752751,Fort Bend County
8525,8525 Buffalo Creek @ FM 1236,8525,Rain Increment,-95.862128,29.349617,Fort Bend County
8525,8525 Buffalo Creek @ FM 1236,85257,Stream Level,-95.862128,29.349617,Fort Bend County
8540,8540 San Bernard River @ US 59,8540,Rain Increment,-96.01633,29.4371,Fort Bend County
8540,8540 San Bernard River @ US 59,85407,Stream Level,-96.01633,29.4371,Fort Bend County
8665,8665 Willow Fork Diversion @ Mason Road,8665,Rain Increment,-95.743843,29.712468,Fort Bend County
8665,8665 Willow Fork Diversion @ Mason Road,86657,Stream Level,-95.743843,29.712468,Fort Bend County
9010,9010 Highland Bayou @ Avenue J,9010,Rain Increment,-95.080903,29.380543,Galveston County Drainage District No. 1
9010,9010 Highland Bayou @ Avenue J,90107,Stream Level,-95.080903,29.380543,Galveston County Drainage District No. 1
9020,9020 Ditch 6 @ Cowan Road,9020,Rain Increment,-95.16345,29.40816,Galveston County Drainage District No. 1
9020,9020 Ditch 6 @ Cowan Road,90207,Stream Level,-95.16345,29.40816,Galveston County Drainage District No. 1
9030,9030 Dickinson Bayou @ FM 646,9030,Rain Increment,-95.092077,29.43707,Galveston County Drainage District No. 1
9030,9030 Dickinson Bayou @ FM 646,90307,Stream Level,-95.092077,29.43707,Galveston County Drainage District No. 1
9040,9040 Cloud Bayou @ Highland Road,9040,Rain Increment,-95.102824,29.33548,Galveston County Drainage District No. 1
9040,9040 Cloud Bayou @ Highland Road,90407,Stream Level,-95.102824,29.33548,Galveston County Drainage District No. 1
9050,9050 Willow Bayou @ Baker Street,9050,Rain Increment,-95.0952778,29.314275,Galveston County Drainage District No. 1
9050,9050 Willow Bayou @ Baker Street,90507,Stream Level,-95.0952778,29.314275,Galveston County Drainage District No. 1
43304,Elkins Lake,2570,Rain Increment,-95.528452,30.664738,San Jacinto River Authority
43305,West Fork San Jacinto @ HWY 30,7,Stream Level,-95.693096,30.686388,San Jacinto River Authority
43305,West Fork San Jacinto @ HWY 30,2550,Rain Increment,-95.693096,30.686388,San Jacinto River Authority
43306,Lake Conroe,1,Air Temperature,-95.561731,30.358632,San Jacinto River Authority
43306,Lake Conroe,7,Stream Level,-95.561731,30.358632,San Jacinto River Authority
43306,Lake Conroe,2500,Rain Increment,-95.561731,30.358632,San Jacinto River Authority
43307,Lake Creek at Dobbin,7,Stream Level,-95.769123,30.371384,San Jacinto River Authority
43307,Lake Creek at Dobbin,2105,Rain Increment,-95.769123,30.371384,San Jacinto River Authority
43309,Loma,43309,Rain Increment,-95.812067,30.664752,San Jacinto River Authority
43310,Flamingo Lake,2520,Rain Increment,-95.697541,30.454554,San Jacinto River Authority
43311,Union Grove,43311,Rain Increment,-95.752711,30.541574,San Jacinto River Authority
43312,WCFG,43312,Rain Increment,-95.614679,30.698458,San Jacinto River Authority
43313,East Sandy Creek,7,Stream Level,-95.566092,30.583849,San Jacinto River Authority
43314,Lake Conroe @ 1375,7,Stream Level,-95.601186,30.525542,San Jacinto River Authority
43314,Lake Conroe @ 1375,43314,Rain Increment,-95.601186,30.525542,San Jacinto River Authority
43316,West Sandy Creek,7,Stream Level,-95.725493,30.603654,San Jacinto River Authority
43316,West Sandy Creek,43316,Rain Increment,-95.725493,30.603654,San Jacinto River Authority
43317,West Caney Creek @ 1375,7,Stream Level,-95.678957,30.528351,San Jacinto River Authority
43317,West Caney Creek @ 1375,43317,Rain Increment,-95.678957,30.528351,San Jacinto River Authority
43318,Lewis Creek,43318,Rain Increment,-95.541033,30.427265,San Jacinto River Authority
43319,East Fork San Jacinto River @ FM 945,7,Stream Level,-95.12528,30.425143,San Jacinto River Authority
43320,Peach Creek @ FM 3081,7,Stream Level,-95.325704,30.430039,San Jacinto River Authority
43320,Peach Creek @ FM 3081,43320,Rain Increment,-95.325704,30.430039,San Jacinto River Authority
43321,Winters Bayou @ TX150,43321,Rain Increment,-95.292435,30.544665,San Jacinto River Authority
43321,Winters Bayou @ TX150,433217,Stream Level,-95.292435,30.544665,San Jacinto River Authority
